#,#識別情報,,,,,,,,,,,,,,良/悪,任意にはずせるか,上書き効果,,,状態異常種別,,,,特殊エリアに表示,装備バフか,
#,#serialid,ゲーム内名称,,アイコンID,ログID,死亡時のログID,ステルス時ログID,エフェクトID,モーション停止,足跡無効,ブライトのライト,追加トレイル(物理系)エフェクトID,保険護符(装備),効果重複時ログID,,,,エフェクトログID,,,チェンジマップ時エフェクト再生無効,画面効果,アクションボタン強制有効,,,
#,#:6000個まで,通常時,ゲーム内説明,,,,,,,,,,,,,,,,付与効果時,,,,,,,
#,#,,,,,,自動計算,,,,,,,,,,,,,,,,,,,
#,1,,,,,,,,,,,,,,5,6,9,,,4,,,,,,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,
3516,デッドリィペイン,<color PARAM_DN>魔法攻撃力低下</color>／<color PARAM_DN>ヒール回復力低下</color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3517,デッドリィペイン,<color PARAM_DN>魔法攻撃力低下</color>／<color PARAM_DN>ヒール回復力低下</color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3518,被ヒール回復量減少,<color PARAM_DN>被ヒール回復量減少</color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3519,被ヒール回復量減少,<color PARAM_DN>被ヒール回復量減少</color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3520,被ヒール回復量減少,<color PARAM_DN>被ヒール回復量減少</color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3521,ヒール回復量減少,<color PARAM_DN>ヒール回復量減少</color>,505001,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3522,ヒール回復量減少,<color PARAM_DN>ヒール回復量減少</color>,505001,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3523,ヒール回復量減少,<color PARAM_DN>ヒール回復量減少</color>,505001,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3524,被ヒール回復量減少,<color PARAM_DN>被ヒール回復量減少</color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3551,デッドリィペイン,<color PARAM_DN>魔法攻撃力低下</color>／<color PARAM_DN>ヒール回復力低下</color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3561,ヴィリディスペイン,<color PARAM_DN>魔法防御力低下</color>／<color PARAM_DN>ヒール回復力低下</color>,402014,2,,2,,,,,,,1,BAD,0,1,,,,,,,,,
4001,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
4002,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
4003,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
4031,物理防御力低下,,,,,,,,,,,,,BAD,0,,,,,,,,,,
4032,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,3,,3,,,,,,,1,BAD,0,0,,,,,,,,,
4033,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,11,,11,,,,,,,1,BAD,0,0,,,,,,,,,
4034,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,11,,11,,,,,,,1,BAD,0,0,,,,,,,,,
4035,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,11,,11,,,,,,,1,BAD,0,0,,,,,,,,,
4036,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,11,,11,,,,,,,1,BAD,0,0,,,,,,,,,
4037,物理防御力低下,<color PARAM_DN>物理防御力低下</color>,402002,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
4501,魔法防御力低下,<color PARAM_DN>魔法防御力低下</color>,402006,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
4502,魔法防御力低下,<color PARAM_DN>魔法防御力低下</color>,402006,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
4503,魔法防御力低下,<color PARAM_DN>魔法防御力低下</color>,402006,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
4531,魔法防御力低下,,,,,,,,,,,,,BAD,0,,,,,,,,,,
4532,魔法防御力低下,<color PARAM_DN>魔法防御力低下</color>,402006,3,,3,,,,,,,1,BAD,0,0,,,,,,,,,
4533,魔法防御力低下,<color PARAM_DN>魔法防御力低下</color>,402006,11,,11,,,,,,,1,BAD,0,0,,,,,,,,,
4534,魔法防御力低下,<color PARAM_DN>魔法防御力低下</color>,402006,11,,11,,,,,,,1,BAD,0,0,,,,,,,,,
4535,魔法防御力低下,<color PARAM_DN>魔法防御力低下</color>,402006,11,,11,,,,,,,1,BAD,0,0,,,,,,,,,
4536,魔法防御力低下,<color PARAM_DN>魔法防御力低下</color>,402006,11,,11,,,,,,,1,BAD,0,0,,,,,,,,,
5001,移動速度低下,<color PARAM_DN>移動速度低下</color>,402003,2,,2,,,,,,,1,BAD,0,0,,,,,,,,1,
5002,移動速度低下+ノックバック耐性,<color PARAM_DN>移動速度低下</color>／<color PARAM_UP>ノックバック距離低下</color>,402003,2,,2,,,,,,,1,BAD,0,0,,,,,,,,1,
5031,移動速度低下,,,,,,,,,,,,,BAD,0,,,,,,,,,1,
5032,移動速度低下,<color PARAM_DN>移動速度低下</color>,402003,3,,3,,,,,,,1,BAD,0,0,,,,,,,,0,
5033,移動速度低下,<color PARAM_DN>移動速度低下</color>,402003,11,,11,,,,,,,1,BAD,0,0,,,,,,,,0,
5034,移動速度低下,<color PARAM_DN>移動速度低下</color>,402003,3,,3,,,,,,,1,BAD,0,0,,,,,,,,0,
5035,移動速度低下,<color PARAM_DN>移動速度低下</color>,402003,3,,3,,,,,,,1,BAD,0,0,,,,,,,,0,
5501,メルトダウン,<color PARAM_DN>物理防御力低下</color>／<color PARAM_DN>魔法防御力低下</color>／<color PARAM_DN>火属性被ダメージ増加</color>,103015,1,,1,,,,,,,1,BAD,0,0,,,,,,,,,
5511,さらけ出しなさい！,<color PARAM_DN>物理防御力低下</color>／<color PARAM_DN>魔法防御力低下</color>,402002,1,,1,,,,,,,1,BAD,0,0,,,,,,,,,
5601,パワーブースト,<color PARAM_DN>攻撃スキル使用OD増加</color>／<color PARAM_UP>物理攻撃スキルダメージ上昇</color>,103033,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
5701,GP与ダメージ増加,,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
5801,,,,,,,,,,,,,,GOOD,0,1,,,,,,,,,
5802,,,,,,,,,,,,,,GOOD,0,1,,,,,,,,,
5803,相手ガード時与ダメージ増加,<color PARAM_UP>相手にガードされた場合に与ダメージ増加</color>,103020,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
6051,チャージ中ディバインアーマー,<color PARAM_UP>チャージ中ディバインアーマー</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
6061,リロード中ディバインアーマー,<color PARAM_UP>リロード中ディバインアーマー</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
7001,毒矢効果時間延長,<color PARAM_UP>毒矢効果時間延長</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
7011,麻痺矢効果時間延長,<color PARAM_UP>麻痺矢効果時間延長</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
7021,睡眠矢効果時間延長,<color PARAM_UP>睡眠矢効果時間延長</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
7031,拘束矢効果時間延長,<color PARAM_UP>拘束矢効果時間延長</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
7101,毒矢発生率上昇,<color PARAM_UP>毒矢効果発生率上昇</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,,
7111,麻痺矢発生率上昇,<color PARAM_UP>麻痺矢効果発生率上昇</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,,
7121,睡眠矢発生率上昇,<color PARAM_UP>睡眠矢効果発生率上昇</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,,
7131,拘束矢発生率上昇,<color PARAM_UP>拘束矢効果発生率上昇</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,,
7201,一射入魂,<color PARAM_UP>溜め３のとき矢の威力と射程上昇</color>,105004,1,,1,,,,,,,,GOOD,0,1,,,,,,,,,
7202,射法修練,<color PARAM_UP>溜め３のとき矢の威力上昇</color>,105004,1,,1,,,,,,,,GOOD,0,1,,,,,,,,1,
7203,フェイタルスナイプ,<color PARAM_UP>銃による与ダメージ上昇</color>／<color PARAM_UP>最大溜めの時矢の威力上昇</color>,105004,1,,1,,,,,,,,GOOD,0,1,,,,,,,,1,
8301,銃装填性能上昇,<color PARAM_UP>銃装填性能上昇</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
9301,遠距離攻撃力上昇,<color PARAM_UP>遠距離攻撃力上昇</color>,,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
9311,ディープフォレスト,<color PARAM_UP>弓・銃による物理与ダメージ上昇</color>／<color PARAM_UP>遠距離物理スキルの威力上昇</color>／<color PARAM_UP>地属性与ダメージ増加</color>,101006,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
9401,護衛の心得,<color PARAM_UP>与遠距離物理攻撃倍率上昇</color>,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
9851,ラッキーアロー,<color PARAM_UP>確率で矢を消費しない</color>,101008,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
10031,背水の陣,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10032,背水の陣,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10033,背水の陣,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10034,背水の陣,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10035,背水の陣,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10036,背水の陣,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10037,背水の陣,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10041,若奥様への道,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10042,若奥様への道,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10043,若奥様への道,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10044,若奥様への道,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10045,若奥様への道,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10046,若奥様への道,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10047,若奥様への道,<color PARAM_DN>最大ＨＰ減少</color>,103026,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
10051,魂喰,<color PARAM_DN>最大ＨＰ減少</color>／<color PARAM_UP>物理攻撃力上昇</color>,103033,1,,1,,,,,,,1,NONE,0,0,,,,,,,,1,
10052,斬砕,,,,,,,,,,,,,NONE,0,0,,,,,,,,1,
10151,ガード成功時最大HP上昇,,,,,,,,,,,,1,GOOD,0,2,,,,,,,,1,
10152,最大HP上昇,<color PARAM_UP>最大HP上昇</color>,101004,1,,1,,,,,,,1,NONE,0,0,,,,,,,,0,
10161,白百合の医療箱,<color PARAM_UP>最大HP上昇</color>,101004,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,,
10171,最大MP上昇、最大HP減少,<color PARAM_UP>最大MP上昇</color>／<color PARAM_DN>最大HP減少</color>,103033,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
10181,最大HP減少,<color PARAM_DN>最大HP減少</color>,103026,1,,1,,,,,,,1,BAD,0,1,,,,,,,,,
10201,白百合の医療箱,<color PARAM_UP>最大MP上昇</color>,101005,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,,
10301,最大GP上昇,<color PARAM_UP>最大GP上昇</color>,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
10501,フィジカルハードニング,フィジカルハードニング,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
10601,ＶＩＴ減少,<color PARAM_DN>ＶＩＴ減少</color>,402003,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,,
10701,骨付き肉　並盛,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10702,骨付き肉　中盛,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10703,骨付き肉　大盛,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10704,骨付き肉　特盛,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10705,エナジーメイト（ＳＴＲ）,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,,
10706,ポークルのビスケット,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10707,ミノタウロスのタン塩,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10708,不死鳥の手羽先,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10709,手作りソーセージ,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10710,手作りミートボール,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10711,手作りハンバーグ,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10712,ビートル・ジュース,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10713,チコルビール,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10714,オーガ・キラー,<color PARAM_UP>ＳＴＲ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10715,カリッと揚がったハッピーフライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>ＩＮＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10716,ホクホクなスパイダーキッシュ,<color PARAM_UP>ＶＩＴ上昇</color>／<color PARAM_UP>ＰＩＥ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10717,シャキシャキなインプサラダ,<color PARAM_UP>ＤＥＸ上昇</color>／<color PARAM_UP>ＡＧＩ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10720,ＳＴＲ上昇,,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10721,ＳＴＲ上昇,<color PARAM_UP>ＳＴＲ上昇</color>,301001,1,,1,,,,,,,1,GOOD,0,2,,,,,,,,,
10725,ローストビーフ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10726,スープパスタ,<color PARAM_UP>ＶＩＴ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10727,オムレツ,<color PARAM_UP>ＤＥＸ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10728,アップルキャンディ,<color PARAM_UP>ＡＧＩ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10729,ホワイトチョコケーキ,<color PARAM_UP>ＩＮＴ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10730,ベリージュース,<color PARAM_UP>ＰＩＥ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10731,たこ焼き,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10732,焼きそば,<color PARAM_UP>ＶＩＴ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10733,焼きトウモロコシ,<color PARAM_UP>ＤＥＸ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10734,お好み焼き,<color PARAM_UP>ＡＧＩ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10735,リンゴ飴,<color PARAM_UP>ＩＮＴ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10736,綿菓子,<color PARAM_UP>ＰＩＥ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10737,ローストチキン,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10738,年越し蕎麦,<color PARAM_UP>ＶＩＴ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10739,ジンジャークッキー,<color PARAM_UP>ＤＥＸ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10740,寄せ鍋,<color PARAM_UP>ＡＧＩ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10741,冬の精霊祭ケーキ,<color PARAM_UP>ＩＮＴ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10742,スパークリングワイン,<color PARAM_UP>ＰＩＥ上昇</color>／<color PARAM_UP>LUK上昇</color>／\n<color PARAM_UP>経験値取得量＋１０％</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10743,ＳＴＲ上昇,<color PARAM_UP>ＳＴＲ上昇</color>,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10744,ＶＩＴ上昇,<color PARAM_UP>ＶＩＴ上昇</color>,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10745,ＤＥＸ上昇,<color PARAM_UP>ＤＥＸ上昇</color>,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10746,ＡＧＩ上昇,<color PARAM_UP>ＡＧＩ上昇</color>,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10747,ＰＩＥ上昇,<color PARAM_UP>ＰＩＥ上昇</color>,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10748,ＩＮＴ上昇,<color PARAM_UP>ＩＮＴ上昇</color>,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10749,ＬＵＫ上昇,<color PARAM_UP>ＬＵＫ上昇</color>,101006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10751,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10752,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10753,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10754,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10755,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10756,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10757,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10761,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10762,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10763,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10764,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10765,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10766,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10767,ウォークライ,<color PARAM_UP>ＳＴＲ上昇</color>／<color PARAM_UP>物理与ダメージ増加</color>,301001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10791,STR増加,<color PARAM_UP>ＳＴＲ上昇</color>,301001,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,1,
10801,テクニカル,テクニカル,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
10811,慎重派,慎重派,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
10812,慎重派,慎重派,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
10851,ＤＥＸ上昇,<color PARAM_UP>ＤＥＸ上昇</color>,101006,1,,1,,,,,,,1,GOOD,0,2,,,,,,,,,
10901,ディメント定食　並盛,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10902,ディメント定食　中盛,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10903,ディメント定食　大盛,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10904,ディメント定食　特盛,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10905,エナジーメイト（ＶＩＴ）,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,,
10906,ロイヤルセット　☆,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10907,ロイヤルセット　☆☆,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10908,ロイヤルセット　☆☆☆,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10909,お子様セット　ゼリー付,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10910,お子様セット　アイス付,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10911,お子様セット　プリン付,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10912,ハーサント定食　並盛,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10913,ハーサント定食　中盛,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10914,ハーサント定食　大盛,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10915,ハーサント定食　特盛,<color PARAM_UP>ＶＩＴ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
10951,ＶＩＴ上昇,<color PARAM_UP>ＶＩＴ上昇</color>,101006,1,,1,,,,,,,1,GOOD,0,2,,,,,,,,,
11101,フィッシュフライ　並盛,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
11102,フィッシュフライ　中盛,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
11103,フィッシュフライ　大盛,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
11104,フィッシュフライ　特盛,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
11105,エナジーメイト（ＤＥＸ）,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,,
11106,マスターおすすめの一品,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
11107,ミラヴェルおすすめの一品,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
11108,マダリアおすすめの一品,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
11109,フライドチキン １個,<color PARAM_UP>ＤＥＸ上昇</color>,301006,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
